source_row,用户名,emotions,influence_of_emotions,text_species_mentions,feeling_correlated_to_text_species,text_activities_or_facilities,feeling_correlated_to_text_activities_or_facilities,comment_sentiment_score_0_to_1,raw_response,parse_ok,error
38,1天津市蓟州区盘山_JamesCHN,Pride; Contentment; Excitement,Mountain ascent challenge,[],[],mountain climbing; cable car; bus ride; visiting temple,climbing - rewarding; cable car - efficient; bus ride - convenient; temple - spiritual,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Pride"", ""Contentment"", ""Excitement""],
    ""influence_of_emotions"": ""Mountain ascent challenge"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain climbing"", ""cable car"", ""bus ride"", ""visiting temple""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""climbing - rewarding"", ""cable car - efficient"", ""bus ride - convenient"", ""temple - spiritual""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
39,1天津市蓟州区盘山_M351833,Contentment; Pride; Gratitude,"Nature connection, family bonding, personal achievement",[],[],hiking; walking; mountain climbing; family outing; trekking to Guanyue Peak,hiking - joyful; walking - nostalgic; mountain climbing - proud; family outing - bonding; trekking to Guanyue Peak - accomplished,0.92,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Pride"", ""Gratitude""],
    ""influence_of_emotions"": ""Nature connection, family bonding, personal achievement"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""walking"", ""mountain climbing"", ""family outing"", ""trekking to Guanyue Peak""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - joyful"", ""walking - nostalgic"", ""mountain climbing - proud"", ""family outing - bonding"", ""trekking to Guanyue Peak - accomplished""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.92
    }
  }
}",True,
40,1天津市蓟州区盘山_M336635,Contentment; Gratitude; Hope,"Scenic trails, historical sites, affordable souvenirs",[],[],hiking; cable car; buying souvenirs; visiting temples,Hiking - Peaceful; Cable car - Convenient; Souvenirs - Reasonable; Temples - Historical,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Gratitude"", ""Hope""],
    ""influence_of_emotions"": ""Scenic trails, historical sites, affordable souvenirs"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""buying souvenirs"", ""visiting temples""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Hiking - Peaceful"", ""Cable car - Convenient"", ""Souvenirs - Reasonable"", ""Temples - Historical""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
41,1天津市蓟州区盘山_天才小叮当,Contentment; Relaxation; Admiration,Mountain ascent speed,[],[],Climbing; Hiking; Mountain trail,Climbing - Efficient; Hiking - Challenging; Mountain trail - Windy,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation"", ""Admiration""],
    ""influence_of_emotions"": ""Mountain ascent speed"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Hiking"", ""Mountain trail""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing - Efficient"", ""Hiking - Challenging"", ""Mountain trail - Windy""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
42,1天津市蓟州区盘山_232ud,Gratitude; Contentment; Pride,"Natural beauty, family bonding, cultural resonance",[],[],sitting cable car; walking up stairs; listening to music; visiting scenic area; visiting temple,sitting cable car - peaceful; walking up stairs - exhausting; listening to music - emotional; visiting scenic area - beautiful; visiting temple - reflective,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Gratitude"", ""Contentment"", ""Pride""],
    ""influence_of_emotions"": ""Natural beauty, family bonding, cultural resonance"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""sitting cable car"", ""walking up stairs"", ""listening to music"", ""visiting scenic area"", ""visiting temple""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""sitting cable car - peaceful"",
      ""walking up stairs - exhausting"",
      ""listening to music - emotional"",
      ""visiting scenic area - beautiful"",
      ""visiting temple - reflective""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
43,1天津市蓟州区盘山_longriveryin,Appreciation; Regret; Wonder,Historical context,[],[],mountain climbing,mountain climbing - breathtaking,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Appreciation"", ""Regret"", ""Wonder""],
    ""influence_of_emotions"": ""Historical context"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain climbing""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""mountain climbing - breathtaking""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
44,1天津市蓟州区盘山_l99,Contentment; Excitement; Appreciation,"Scenic views, efficient transport, time-saving",[],[],Climbing; Ropeway; Mountain scenery,Climbing - Moderate effort; Ropeway - Convenient; Mountain scenery - Breathtaking,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Appreciation""],
    ""influence_of_emotions"": ""Scenic views, efficient transport, time-saving"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Ropeway"", ""Mountain scenery""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing - Moderate effort"", ""Ropeway - Convenient"", ""Mountain scenery - Breathtaking""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
45,1天津市蓟州区盘山_古言新语,Admiration; Pride; Contentment,"Natural beauty, historical legacy, poetic imagery",[],[],[],[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Pride"", ""Contentment""],
    ""influence_of_emotions"": ""Natural beauty, historical legacy, poetic imagery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
46,1天津市蓟州区盘山_格格,[],,[],[],[],[],0.0,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.00
    }
  }
}",True,
47,1天津市蓟州区盘山_絲滑拿鐵貓,Admiration; Contentment; Pride,"Natural beauty, historical depth, seasonal variety",[],[],mountain climbing; appreciating seasonal scenery; visiting historical sites; walking along imperial path; listening to spring sounds,mountain climbing - invigorating; appreciating seasonal scenery - serene; visiting historical sites - enriching; walking along imperial path - peaceful; listening to spring sounds - calming,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment"", ""Pride""],
    ""influence_of_emotions"": ""Natural beauty, historical depth, seasonal variety"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain climbing"", ""appreciating seasonal scenery"", ""visiting historical sites"", ""walking along imperial path"", ""listening to spring sounds""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""mountain climbing - invigorating"",
      ""appreciating seasonal scenery - serene"",
      ""visiting historical sites - enriching"",
      ""walking along imperial path - peaceful"",
      ""listening to spring sounds - calming""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
48,1天津市蓟州区盘山_非法命名用户1,[],,[],[],[],[],0.0,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.00
    }
  }
}",True,
49,1天津市蓟州区盘山_圣吉米尼亚诺伊尹,[],,[],[],[],[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
50,1天津市蓟州区盘山_楠以抗拒,Contentment; Amusement; Relaxation,"Scenic views, nature, cost trade-off",[],[],cable car; hiking; waterfall; tower forest,cable car - convenient; hiking - exhausting; waterfall - refreshing; tower forest - scenic,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic views, nature, cost trade-off"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""hiking"", ""waterfall"", ""tower forest""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - convenient"", ""hiking - exhausting"", ""waterfall - refreshing"", ""tower forest - scenic""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
51,1天津市蓟州区盘山_雨中之苇,[],,[],[],[],[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
52,1天津市蓟州区盘山_带上成出去走走1008,Contentment; Amusement; Gratitude,"Scenic views, child-friendly gesture, natural snacks",Prunus serrulata,Prunus serrulata - Refreshing sour taste,Climbing mountain; Ropeway descent; Receiving magic cube at entrance,Climbing mountain - Exhausting but rewarding; Ropeway descent - Relieved relief; Receiving magic cube - Heartwarming gesture,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Gratitude""],
    ""influence_of_emotions"": ""Scenic views, child-friendly gesture, natural snacks"",
    ""text_species_mentions"": [""Prunus serrulata""],
    ""feeling_correlated_to_text_species"": [""Prunus serrulata - Refreshing sour taste""],
    ""text_activities_or_facilities"": [""Climbing mountain"", ""Ropeway descent"", ""Receiving magic cube at entrance""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing mountain - Exhausting but rewarding"", ""Ropeway descent - Relieved relief"", ""Receiving magic cube - Heartwarming gesture""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
53,1天津市蓟州区盘山_薇薇华,Excitement; Contentment; Admiration,"Scenic views, clear air, value for money",[],[],cable car; walking trail; ticketing kiosk; mountain ascent; mountain descent,cable car - efficient; walking trail - rewarding; ticketing kiosk - convenient; mountain ascent - challenging; mountain descent - worthwhile,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Excitement"", ""Contentment"", ""Admiration""],
    ""influence_of_emotions"": ""Scenic views, clear air, value for money"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""cable car"",
      ""walking trail"",
      ""ticketing kiosk"",
      ""mountain ascent"",
      ""mountain descent""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""cable car - efficient"",
      ""walking trail - rewarding"",
      ""ticketing kiosk - convenient"",
      ""mountain ascent - challenging"",
      ""mountain descent - worthwhile""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
54,1天津市蓟州区盘山_M41115,Contentment; Amusement; Disappointment,"Scenic variation, crowd levels, physical exertion",[],[],climbing to entrance; visiting theater; walking to stone area; visiting temple path; visiting scenic area,climbing to entrance - exhausting; visiting theater - missed opportunity; walking to stone area - quiet and unique; visiting temple path - not reached; visiting scenic area - crowded but manageable,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Disappointment""],
    ""influence_of_emotions"": ""Scenic variation, crowd levels, physical exertion"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""climbing to entrance"", ""visiting theater"", ""walking to stone area"", ""visiting temple path"", ""visiting scenic area""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""climbing to entrance - exhausting"",
      ""visiting theater - missed opportunity"",
      ""walking to stone area - quiet and unique"",
      ""visiting temple path - not reached"",
      ""visiting scenic area - crowded but manageable""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
55,1天津市蓟州区盘山_丹丝兰花99,Contentment; Amusement; Disappointment,"Scenic views, ride experience, ticket value",[],[],cloud pine cable car; hanging moon cable car; mountain road drive; mountain climbing; ticket purchase,cloud pine cable car - thrilling; hanging moon cable car - exciting; mountain road drive - scenic; mountain climbing - painful; ticket purchase - overpriced,0.55,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Disappointment""],
    ""influence_of_emotions"": ""Scenic views, ride experience, ticket value"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cloud pine cable car"", ""hanging moon cable car"", ""mountain road drive"", ""mountain climbing"", ""ticket purchase""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cloud pine cable car - thrilling"", ""hanging moon cable car - exciting"", ""mountain road drive - scenic"", ""mountain climbing - painful"", ""ticket purchase - overpriced""],
    ""comment_sentiment"": {""score_0_to_1"": 0.55}
  }
}",True,
56,1天津市蓟州区盘山_牛牛嫂,Admiration; Contentment,Historical prestige,[],[],[],[],0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment""],
    ""influence_of_emotions"": ""Historical prestige"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
57,1天津市蓟州区盘山_M226120,Contentment; Admiration; Relaxation,Autumn scenery,[],[],[],[],0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Relaxation""],
    ""influence_of_emotions"": ""Autumn scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
58,1天津市蓟州区盘山_狄大人不吃香菜,Happiness; Amusement; Relaxation,Joyful nostalgia,[],[],hiking up the mountain; descending the mountain; historical site,hiking - physically taxing; descending - exhausting; historical site - culturally inspiring,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Happiness"", ""Amusement"", ""Relaxation""],
    ""influence_of_emotions"": ""Joyful nostalgia"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking up the mountain"", ""descending the mountain"", ""historical site""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - physically taxing"", ""descending - exhausting"", ""historical site - culturally inspiring""],
    ""comment_sentiment"": {""score_0_to_1"": 0.75}
  }
}",True,
59,1天津市蓟州区盘山_M4337,Contentment; Admiration,Scenic views,[],[],Walking; Cable car; Descending walk,Walking - Enjoyable; Cable car - Convenient; Descending walk - Leisurely,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration""],
    ""influence_of_emotions"": ""Scenic views"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Walking"", ""Cable car"", ""Descending walk""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Walking - Enjoyable"", ""Cable car - Convenient"", ""Descending walk - Leisurely""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
60,1天津市蓟州区盘山_依然,Contentment; Relaxation; Amusement,"Scenic views, efficient route, physical effort",[],[],car ride; hangyue cableway; yunsong cableway; walking down mountain path; Wansong Temple,car ride - convenient; hangyue cableway - efficient; yunsong cableway - scenic; walking down - relaxing; Wansong Temple - peaceful,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation"", ""Amusement""],
    ""influence_of_emotions"": ""Scenic views, efficient route, physical effort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""car ride"", ""hangyue cableway"", ""yunsong cableway"", ""walking down mountain path"", ""Wansong Temple""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""car ride - convenient"", ""hangyue cableway - efficient"", ""yunsong cableway - scenic"", ""walking down - relaxing"", ""Wansong Temple - peaceful""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
61,1天津市蓟州区盘山_小YSH,Admiration; Excitement; Contentment,"Scenic views, peak climb, weather",[],[],hiking; visiting cloud-covered temple; mountain peak; cloudscape; scenic viewpoint,hiking - rewarding; cloud-covered temple - magical; mountain peak - majestic; cloudscape - cinematic; scenic viewpoint - breathtaking,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Excitement"", ""Contentment""],
    ""influence_of_emotions"": ""Scenic views, peak climb, weather"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""visiting cloud-covered temple"", ""mountain peak"", ""cloudscape"", ""scenic viewpoint""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - rewarding"", ""cloud-covered temple - magical"", ""mountain peak - majestic"", ""cloudscape - cinematic"", ""scenic viewpoint - breathtaking""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
62,1天津市蓟州区盘山_楠以抗拒,Frustration; Exhaustion; Caution,"Physical strain, long hike, steep terrain",[],[],hiking; cable car; tower forest; trail,hiking - exhausting; cable car - long ride; tower forest - scenic descent; trail - dark at end,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Frustration"", ""Exhaustion"", ""Caution""],
    ""influence_of_emotions"": ""Physical strain, long hike, steep terrain"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""tower forest"", ""trail""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - exhausting"", ""cable car - long ride"", ""tower forest - scenic descent"", ""trail - dark at end""],
    ""comment_sentiment"": {""score_0_to_1"": 0.30}
  }
}",True,
63,1天津市蓟州区盘山_M328786,Contentment; Appreciation; Relaxation,"Scenic beauty, efficient route, physical comfort",[],[],tourist bus; cable car; hiking; descending by cable car; walking down,tourist bus - convenient; cable car - efficient; hiking - manageable; descending by cable car - relaxing; walking down - rewarding,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Appreciation"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic beauty, efficient route, physical comfort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""tourist bus"", ""cable car"", ""hiking"", ""descending by cable car"", ""walking down""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""tourist bus - convenient"",
      ""cable car - efficient"",
      ""hiking - manageable"",
      ""descending by cable car - relaxing"",
      ""walking down - rewarding""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
64,1天津市蓟州区盘山_M32461,Disappointment; Frustration; Resignation,"Poor experience, wasted time",[],[],缆车; 索道; 盘山路; 施工路段; 山顶; 半山腰,缆车 - helpful; 索道 - quick; 盘山路 - tedious; 施工路段 - inconvenient; 山顶 - barren; 半山腰 - better,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Frustration"", ""Resignation""],
    ""influence_of_emotions"": ""Poor experience, wasted time"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""缆车"", ""索道"", ""盘山路"", ""施工路段"", ""山顶"", ""半山腰""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""缆车 - helpful"",
      ""索道 - quick"",
      ""盘山路 - tedious"",
      ""施工路段 - inconvenient"",
      ""山顶 - barren"",
      ""半山腰 - better""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
65,1天津市蓟州区盘山__YX1471,Contentment; Excitement; Gratitude,Beautiful water views,[],[],Climbing; Cable car; Electric cart; Parking; Water features,Climbing - Moderate effort; Cable car - Convenient; Electric cart - Efficient; Parking - Easy access; Water features - Aesthetic pleasure,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Gratitude""],
    ""influence_of_emotions"": ""Beautiful water views"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Cable car"", ""Electric cart"", ""Parking"", ""Water features""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Climbing - Moderate effort"",
      ""Cable car - Convenient"",
      ""Electric cart - Efficient"",
      ""Parking - Easy access"",
      ""Water features - Aesthetic pleasure""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
66,1天津市蓟州区盘山_开开心心1226,Contentment; Gratitude; Relaxation,"Service, scenery, accessibility",[],[],hiking; cable car; parking lot; South Gate; Guanyue Peak,hiking - tiring; cable car - convenient; parking lot - affordable; South Gate - accessible; Guanyue Peak - rewarding,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Gratitude"", ""Relaxation""],
    ""influence_of_emotions"": ""Service, scenery, accessibility"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""parking lot"", ""South Gate"", ""Guanyue Peak""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - tiring"", ""cable car - convenient"", ""parking lot - affordable"", ""South Gate - accessible"", ""Guanyue Peak - rewarding""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
67,1天津市蓟州区盘山_momo1979,Disappointment; Frustration; Regret,"Poor planning, long waits, unmet expectations",[],[],观光车; 入胜索道; 下山缆车; 徒步下山; 恒大酒店; 售票厅; 停车场,观光车 - Delayed; 入胜索道 - Efficient; 下山缆车 - Overcrowded; 徒步下山 - Exhausting; 恒大酒店 - Convenient; 售票厅 - Expensive; 停车场 - Congested,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Frustration"", ""Regret""],
    ""influence_of_emotions"": ""Poor planning, long waits, unmet expectations"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""观光车"",
      ""入胜索道"",
      ""下山缆车"",
      ""徒步下山"",
      ""恒大酒店"",
      ""售票厅"",
      ""停车场""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""观光车 - Delayed"",
      ""入胜索道 - Efficient"",
      ""下山缆车 - Overcrowded"",
      ""徒步下山 - Exhausting"",
      ""恒大酒店 - Convenient"",
      ""售票厅 - Expensive"",
      ""停车场 - Congested""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
68,1天津市蓟州区盘山_288709,Contentment; Amusement; Hope,Nature exploration,[],[],hiking; trail; parking lot; mountain peak; horse path,hiking - enjoyable; trail - surprising; parking lot - inconvenient; mountain peak - rewarding; horse path - adventurous,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Hope""],
    ""influence_of_emotions"": ""Nature exploration"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""trail"", ""parking lot"", ""mountain peak"", ""horse path""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - enjoyable"", ""trail - surprising"", ""parking lot - inconvenient"", ""mountain peak - rewarding"", ""horse path - adventurous""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
69,1天津市蓟州区盘山_1395377,Contentment; Disappointment,"Scenic views, accessibility",[],[],[],[],0.6,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Disappointment""],
    ""influence_of_emotions"": ""Scenic views, accessibility"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.60
    }
  }
}",True,
70,1天津市蓟州区盘山_自由飞翔的老鹰,[],,[],[],[],[],0.0,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.00
    }
  }
}",True,
71,1天津市蓟州区盘山_轻快的行走脚步,Contentment; Admiration; Pride,Historical beauty,[],[],Mountain climbing; Stone carvings; Inscriptions; Buildings,Mountain climbing - Peaceful; Stone carvings - Reverent; Buildings - Impressive,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Pride""],
    ""influence_of_emotions"": ""Historical beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Mountain climbing"", ""Stone carvings"", ""Inscriptions"", ""Buildings""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Mountain climbing - Peaceful"", ""Stone carvings - Reverent"", ""Buildings - Impressive""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
72,1天津市蓟州区盘山_流光溢彩566,Contentment; Practicality; Caution,Tourist convenience,[],[],mountain climbing; cable cars; tourist shuttle; walking; scenic route; queueing for cable cars,mountain climbing - accessible; cable cars - efficient; tourist shuttle - convenient; walking - short; scenic route - rewarding; queueing for cable cars - inconvenient,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Practicality"", ""Caution""],
    ""influence_of_emotions"": ""Tourist convenience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain climbing"", ""cable cars"", ""tourist shuttle"", ""walking"", ""scenic route"", ""queueing for cable cars""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""mountain climbing - accessible"", ""cable cars - efficient"", ""tourist shuttle - convenient"", ""walking - short"", ""scenic route - rewarding"", ""queueing for cable cars - inconvenient""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
