source_row,用户名,emotions,influence_of_emotions,text_species_mentions,feeling_correlated_to_text_species,text_activities_or_facilities,feeling_correlated_to_text_activities_or_facilities,comment_sentiment_score_0_to_1,raw_response,parse_ok,error
39,1天津市蓟州区盘山_M351833,Contentment; Pride; Excitement,"Nature immersion, family bonding, physical achievement",[],[],hiking; walking; mountain trek; family outing; reconnecting with memories; walking up and down mountain trails,Hiking - Thrilling; Family outing - Fulfilling; Mountain trek - Rewarding; Walking - Refreshing; Reconnecting - Nostalgic,0.92,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Pride"", ""Excitement""],
    ""influence_of_emotions"": ""Nature immersion, family bonding, physical achievement"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""walking"", ""mountain trek"", ""family outing"", ""reconnecting with memories"", ""walking up and down mountain trails""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Hiking - Thrilling"", ""Family outing - Fulfilling"", ""Mountain trek - Rewarding"", ""Walking - Refreshing"", ""Reconnecting - Nostalgic""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.92
    }
  }
}",True,
40,1天津市蓟州区盘山_M336635,Contentment; Hope; Slight Regret,"Scenic journey, time pressure, missed goal",[],[],hiking; cable car; buying souvenirs; visiting scenic spots; viewing calligraphy,hiking - peaceful; cable car - efficient; souvenirs - affordable; scenic spots - enjoyable; calligraphy - culturally enriching,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Hope"", ""Slight Regret""],
    ""influence_of_emotions"": ""Scenic journey, time pressure, missed goal"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""buying souvenirs"", ""visiting scenic spots"", ""viewing calligraphy""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - peaceful"", ""cable car - efficient"", ""souvenirs - affordable"", ""scenic spots - enjoyable"", ""calligraphy - culturally enriching""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
41,1天津市蓟州区盘山_天才小叮当,Contentment; Gratitude; Pride,Physical achievement,[],[],Climbing; Descending; Hiking,Climbing - Energizing; Descending - Relieved; Hiking - Challenging,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Gratitude"", ""Pride""],
    ""influence_of_emotions"": ""Physical achievement"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Descending"", ""Hiking""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing - Energizing"", ""Descending - Relieved"", ""Hiking - Challenging""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
42,1天津市蓟州区盘山_232ud,Gratitude; Pride; Contentment,"Scenic views, music, family bonding",[],[],riding cable cars; walking uphill; listening to music; visiting countryside farm,cable cars - relaxing; walking uphill - exhausting; music - emotional; farm visit - enjoyable,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Gratitude"", ""Pride"", ""Contentment""],
    ""influence_of_emotions"": ""Scenic views, music, family bonding"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""riding cable cars"", ""walking uphill"", ""listening to music"", ""visiting countryside farm""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable cars - relaxing"", ""walking uphill - exhausting"", ""music - emotional"", ""farm visit - enjoyable""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
43,1天津市蓟州区盘山_longriveryin,Curiosity; Disappointment; Appreciation,Historical context,[],[],Mountaineering; Historical markers; Modern facilities,Mountaineering - Awe; Historical markers - Regret; Modern facilities - Disappointment,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Curiosity"", ""Disappointment"", ""Appreciation""],
    ""influence_of_emotions"": ""Historical context"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Mountaineering"", ""Historical markers"", ""Modern facilities""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Mountaineering - Awe"", ""Historical markers - Regret"", ""Modern facilities - Disappointment""],
    ""comment_sentiment"": {""score_0_to_1"": 0.65}
  }
}",True,
44,1天津市蓟州区盘山_l99,Contentment; Excitement; Appreciation,"Scenic views, time efficiency, elevation",[],[],Climbing; Cable car; Mountain scenery viewing,Climbing - Moderate effort; Cable car - Comfortable; Mountain scenery viewing - Inspiring,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Appreciation""],
    ""influence_of_emotions"": ""Scenic views, time efficiency, elevation"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Cable car"", ""Mountain scenery viewing""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing - Moderate effort"", ""Cable car - Comfortable"", ""Mountain scenery viewing - Inspiring""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
45,1天津市蓟州区盘山_古言新语,Admiration; Pride; Contentment,Natural beauty,[],[],[],[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Pride"", ""Contentment""],
    ""influence_of_emotions"": ""Natural beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
46,1天津市蓟州区盘山_格格,[],,[],[],[],[],0.0,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.00
    }
  }
}",True,
47,1天津市蓟州区盘山_絲滑拿鐵貓,Admiration; Contentment; Pride,"Natural beauty, historical depth, seasonal variety",[],[],mountain climbing; forest hiking; viewing seasonal scenery; visiting historical sites; listening to stream sounds; admiring ancient carvings; exploring Buddhist temple ruins,mountain climbing - invigorating; forest hiking - serene; seasonal scenery - captivating; historical sites - inspiring; stream sounds - calming; ancient carvings - awe-inspiring; Buddhist ruins - meditative,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment"", ""Pride""],
    ""influence_of_emotions"": ""Natural beauty, historical depth, seasonal variety"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""mountain climbing"", ""forest hiking"", ""viewing seasonal scenery"", ""visiting historical sites"", ""listening to stream sounds"", ""admiring ancient carvings"", ""exploring Buddhist temple ruins""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""mountain climbing - invigorating"", ""forest hiking - serene"", ""seasonal scenery - captivating"", ""historical sites - inspiring"", ""stream sounds - calming"", ""ancient carvings - awe-inspiring"", ""Buddhist ruins - meditative""],
    ""comment_sentiment"": {""score_0_to_1"": 0.95}
  }
}",True,
48,1天津市蓟州区盘山_非法命名用户1,[],,[],[],[],[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
49,1天津市蓟州区盘山_圣吉米尼亚诺伊尹,[],,[],[],[],[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
50,1天津市蓟州区盘山_楠以抗拒,Contentment; Amusement; Relaxation,"Scenic views, nature, cost",[],[],walking uphill; cable car; hiking down; small waterfall; tower forest,cable car - expensive; hiking down - scenic; small waterfall - beautiful; tower forest - scenic,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic views, nature, cost"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""walking uphill"", ""cable car"", ""hiking down"", ""small waterfall"", ""tower forest""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - expensive"", ""hiking down - scenic"", ""small waterfall - beautiful"", ""tower forest - scenic""],
    ""comment_sentiment"": {""score_0_to_1"": 0.65}
  }
}",True,
51,1天津市蓟州区盘山_雨中之苇,[],,[],[],hiking; cable car; camping; local farmstay; mountain scenery; sunrise viewing; stargazing; eating local cuisine,mountain scenery - peaceful; cable car - convenient; camping - relaxing; farmstay - affordable; sunrise viewing - awe-inspiring; stargazing - tranquil; local cuisine - delicious,0.75,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""cable car"",
      ""camping"",
      ""local farmstay"",
      ""mountain scenery"",
      ""sunrise viewing"",
      ""stargazing"",
      ""eating local cuisine""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""mountain scenery - peaceful"",
      ""cable car - convenient"",
      ""camping - relaxing"",
      ""farmstay - affordable"",
      ""sunrise viewing - awe-inspiring"",
      ""stargazing - tranquil"",
      ""local cuisine - delicious""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
52,1天津市蓟州区盘山_带上成出去走走1008,Happiness; Contentment; Gratitude,"Family outing, scenic views, cultural touch",Prunus serrulata,Prunus serrulata - Tart refreshment,Climbing mountain; Ropeway descent; Receiving Rubik's cube,Climbing mountain - Exhausting but rewarding; Ropeway descent - Relieved; Receiving Rubik's cube - Appreciative,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Happiness"", ""Contentment"", ""Gratitude""],
    ""influence_of_emotions"": ""Family outing, scenic views, cultural touch"",
    ""text_species_mentions"": [""Prunus serrulata""],
    ""feeling_correlated_to_text_species"": [""Prunus serrulata - Tart refreshment""],
    ""text_activities_or_facilities"": [""Climbing mountain"", ""Ropeway descent"", ""Receiving Rubik's cube""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing mountain - Exhausting but rewarding"", ""Ropeway descent - Relieved"", ""Receiving Rubik's cube - Appreciative""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
53,1天津市蓟州区盘山_薇薇华,Excitement; Contentment; Admiration,"Scenic beauty, accessibility, value",[],[],cable car; walking; ticketing kiosk; mountain trails,cable car - efficient; walking - rewarding; ticketing kiosk - convenient; mountain trails - invigorating,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Excitement"", ""Contentment"", ""Admiration""],
    ""influence_of_emotions"": ""Scenic beauty, accessibility, value"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""walking"", ""ticketing kiosk"", ""mountain trails""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""cable car - efficient"",
      ""walking - rewarding"",
      ""ticketing kiosk - convenient"",
      ""mountain trails - invigorating""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
54,1天津市蓟州区盘山_M41115,Admiration; Disappointment; Contentment,"Natural beauty, missed route, crowd levels",[],[],climbing to entrance; visiting scenic spots; walking through stone areas; visiting戏台 (Stage); visiting天成寺 (Tiancheng Temple),climbing to entrance - exhausting; visiting scenic spots - crowded; walking through stone areas - unique charm; visiting戏台 - missed opportunity; visiting天成寺 - not reached,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Disappointment"", ""Contentment""],
    ""influence_of_emotions"": ""Natural beauty, missed route, crowd levels"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""climbing to entrance"",
      ""visiting scenic spots"",
      ""walking through stone areas"",
      ""visiting戏台 (Stage)"",
      ""visiting天成寺 (Tiancheng Temple)""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""climbing to entrance - exhausting"",
      ""visiting scenic spots - crowded"",
      ""walking through stone areas - unique charm"",
      ""visiting戏台 - missed opportunity"",
      ""visiting天成寺 - not reached""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
55,1天津市蓟州区盘山_丹丝兰花99,Relaxation; Contentment; Surprise,Cable car experience,[],[],cable car; mountain trail; cloud pine cable car; hanging moon cable car; car ride down; parking lot,cable car - thrilling; mountain trail - painful; cloud pine cable car - smooth; hanging moon cable car - exciting; car ride down - convenient; parking lot - irrelevant,0.55,"{
  ""text_analysis"": {
    ""emotions"": [""Relaxation"", ""Contentment"", ""Surprise""],
    ""influence_of_emotions"": ""Cable car experience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""cable car"", ""mountain trail"", ""cloud pine cable car"", ""hanging moon cable car"", ""car ride down"", ""parking lot""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""cable car - thrilling"", ""mountain trail - painful"", ""cloud pine cable car - smooth"", ""hanging moon cable car - exciting"", ""car ride down - convenient"", ""parking lot - irrelevant""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.55
    }
  }
}",True,
56,1天津市蓟州区盘山_牛牛嫂,Admiration; Contentment,"Historical prestige, scenic beauty",[],[],[],[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment""],
    ""influence_of_emotions"": ""Historical prestige, scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
57,1天津市蓟州区盘山_M226120,Contentment; Admiration; Gratitude,Natural beauty,[],[],[],[],0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Gratitude""],
    ""influence_of_emotions"": ""Natural beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
58,1天津市蓟州区盘山_狄大人不吃香菜,Happiness; Amusement; Relaxation,"Nostalgia, humor, physical exertion",[],[],hiking up the mountain; descending the mountain; historical site,hiking - exhausting; historical site - proud; descending - tired,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Happiness"", ""Amusement"", ""Relaxation""],
    ""influence_of_emotions"": ""Nostalgia, humor, physical exertion"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking up the mountain"", ""descending the mountain"", ""historical site""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - exhausting"", ""historical site - proud"", ""descending - tired""],
    ""comment_sentiment"": {""score_0_to_1"": 0.75}
  }
}",True,
59,1天津市蓟州区盘山_M4337,Contentment; Excitement; Gratitude,"Scenic views, physical effort, cost-effective",[],[],Walking; Cable car; Descending half way,Walking - Energizing; Cable car - Convenient; Descending half way - Refreshing,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Gratitude""],
    ""influence_of_emotions"": ""Scenic views, physical effort, cost-effective"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Walking"", ""Cable car"", ""Descending half way""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Walking - Energizing"", ""Cable car - Convenient"", ""Descending half way - Refreshing""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
60,1天津市蓟州区盘山_依然,Contentment; Relaxation; Amusement,"Scenic views, efficient route, physical effort",[],[],缆车; 挂月索道; 云松索道; 万松寺; 盘山步道,缆车 - Efficient; 挂月索道 - Energy-saving; 云松索道 - Scenic descent; 万松寺 - Serene stop; 盘山步道 - Beautiful but tiring,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Relaxation"", ""Amusement""],
    ""influence_of_emotions"": ""Scenic views, efficient route, physical effort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""缆车"", ""挂月索道"", ""云松索道"", ""万松寺"", ""盘山步道""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""缆车 - Efficient"",
      ""挂月索道 - Energy-saving"",
      ""云松索道 - Scenic descent"",
      ""万松寺 - Serene stop"",
      ""盘山步道 - Beautiful but tiring""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
61,1天津市蓟州区盘山_小YSH,Admiration; Contentment; Excitement,Scenic grandeur,[],[],walking; stopping; cloud-covered temple; mountain peak; clouds; scenic viewpoint,walking - peaceful; stopping - relaxing; cloud-covered temple - magical; mountain peak - triumphant; clouds - ethereal; scenic viewpoint - breathtaking,0.95,"{
  ""text_analysis"": {
    ""emotions"": [""Admiration"", ""Contentment"", ""Excitement""],
    ""influence_of_emotions"": ""Scenic grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""walking"", ""stopping"", ""cloud-covered temple"", ""mountain peak"", ""clouds"", ""scenic viewpoint""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""walking - peaceful"", ""stopping - relaxing"", ""cloud-covered temple - magical"", ""mountain peak - triumphant"", ""clouds - ethereal"", ""scenic viewpoint - breathtaking""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
62,1天津市蓟州区盘山_楠以抗拒,Frustration; Exhaustion; Caution,"Physical strain, long hike, cost",[],[],hiking; cable car; tower forest; mountain trail,hiking - exhausting; cable car - long ride; tower forest - scenic descent; mountain trail - monotonous,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Frustration"", ""Exhaustion"", ""Caution""],
    ""influence_of_emotions"": ""Physical strain, long hike, cost"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""cable car"", ""tower forest"", ""mountain trail""],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - exhausting"",
      ""cable car - long ride"",
      ""tower forest - scenic descent"",
      ""mountain trail - monotonous""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
63,1天津市蓟州区盘山_M328786,Contentment; Admiration; Relaxation,"Scenic beauty, efficient route, physical comfort",[],[],tour bus; cable car; hiking; descending via cable car; walking down,tour bus - efficient; cable car - convenient; hiking - manageable; descending via cable car - relaxing; walking down - satisfying,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic beauty, efficient route, physical comfort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""tour bus"", ""cable car"", ""hiking"", ""descending via cable car"", ""walking down""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""tour bus - efficient"", ""cable car - convenient"", ""hiking - manageable"", ""descending via cable car - relaxing"", ""walking down - satisfying""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
64,1天津市蓟州区盘山_M32461,Disappointment; Frustration; Resignation,"Poor planning, lack of interest",[],[],缆车; 索道; 盘山路; 施工区域,Cable car - Efficient; Ropeway - Short ride; Winding山路 - Boring; Construction area - Unpleasant,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Frustration"", ""Resignation""],
    ""influence_of_emotions"": ""Poor planning, lack of interest"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""缆车"", ""索道"", ""盘山路"", ""施工区域""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Cable car - Efficient"", ""Ropeway - Short ride"", ""Winding山路 - Boring"", ""Construction area - Unpleasant""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
65,1天津市蓟州区盘山__YX1471,Contentment; Excitement; Gratitude,"Beautiful water, child joy, convenient access",[],[],Climbing; Cable car; Electric cart; Parking; Walking; Descending via cable car; Descending via cable car + electric cart,Climbing - Moderate effort; Cable car - Reduced fatigue; Electric cart - Cost-effective; Parking - Convenient; Descending - Efficient,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Excitement"", ""Gratitude""],
    ""influence_of_emotions"": ""Beautiful water, child joy, convenient access"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Climbing"", ""Cable car"", ""Electric cart"", ""Parking"", ""Walking"", ""Descending via cable car"", ""Descending via cable car + electric cart""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Climbing - Moderate effort"", ""Cable car - Reduced fatigue"", ""Electric cart - Cost-effective"", ""Parking - Convenient"", ""Descending - Efficient""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
66,1天津市蓟州区盘山_开开心心1226,Contentment; Gratitude; Relaxation,Well-managed facilities,[],[],Climbing Mount Pan; Taking cable car; Parking lot; South Gate; Gua Yue Peak,Mount Pan - Scenic; Cable car - Convenient; Parking lot - Reasonable; South Gate - Accessible; Gua Yue Peak - Challenging,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Gratitude"", ""Relaxation""],
    ""influence_of_emotions"": ""Well-managed facilities"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Climbing Mount Pan"",
      ""Taking cable car"",
      ""Parking lot"",
      ""South Gate"",
      ""Gua Yue Peak""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Mount Pan - Scenic"",
      ""Cable car - Convenient"",
      ""Parking lot - Reasonable"",
      ""South Gate - Accessible"",
      ""Gua Yue Peak - Challenging""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
67,1天津市蓟州区盘山_momo1979,Disappointment; Frustration; Regret,"Poor planning, long waits, unmet expectations",[],[],观光车; 入胜索道; 下山缆车; 徒步下山; 恒大酒店; 售票厅; 停车场,观光车 - Delayed; 入胜索道 - Efficient; 下山缆车 - Overcrowded; 徒步下山 - Exhausting; 恒大酒店 - Convenient; 售票厅 - Expensive; 停车场 - Crowded,0.3,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Frustration"", ""Regret""],
    ""influence_of_emotions"": ""Poor planning, long waits, unmet expectations"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""观光车"",
      ""入胜索道"",
      ""下山缆车"",
      ""徒步下山"",
      ""恒大酒店"",
      ""售票厅"",
      ""停车场""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""观光车 - Delayed"",
      ""入胜索道 - Efficient"",
      ""下山缆车 - Overcrowded"",
      ""徒步下山 - Exhausting"",
      ""恒大酒店 - Convenient"",
      ""售票厅 - Expensive"",
      ""停车场 - Crowded""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.30
    }
  }
}",True,
68,1天津市蓟州区盘山_288709,Contentment; Amusement; Hope,"Nature trails, seasonal water, hiking",[],[],hiking; walking; trail; parking lot; mountain peak; horse path,hiking - relaxing; trail - surprising; parking lot - inconvenient; mountain peak - rewarding; horse path - adventurous,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Amusement"", ""Hope""],
    ""influence_of_emotions"": ""Nature trails, seasonal water, hiking"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""hiking"", ""walking"", ""trail"", ""parking lot"", ""mountain peak"", ""horse path""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""hiking - relaxing"", ""trail - surprising"", ""parking lot - inconvenient"", ""mountain peak - rewarding"", ""horse path - adventurous""],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
69,1天津市蓟州区盘山_1395377,Contentment; Disappointment,"Scenic views, accessibility",[],[],South Gate; parking lot; mountain climb,South Gate - impressive; parking lot - inconvenient; mountain climb - exhausting,0.6,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Disappointment""],
    ""influence_of_emotions"": ""Scenic views, accessibility"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""South Gate"", ""parking lot"", ""mountain climb""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""South Gate - impressive"", ""parking lot - inconvenient"", ""mountain climb - exhausting""],
    ""comment_sentiment"": {""score_0_to_1"": 0.60}
  }
}",True,
70,1天津市蓟州区盘山_自由飞翔的老鹰,[],,[],[],[],[],0.0,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.00
    }
  }
}",True,
71,1天津市蓟州区盘山_轻快的行走脚步,Contentment; Admiration; Pride,Historical beauty,[],[],Mountain climbing; Stone carvings; Inscriptions; Buildings,Mountain climbing - Peaceful; Stone carvings - Reverent; Buildings - Impressive,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Admiration"", ""Pride""],
    ""influence_of_emotions"": ""Historical beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [""Mountain climbing"", ""Stone carvings"", ""Inscriptions"", ""Buildings""],
    ""feeling_correlated_to_text_activities_or_facilities"": [""Mountain climbing - Peaceful"", ""Stone carvings - Reverent"", ""Buildings - Impressive""],
    ""comment_sentiment"": {""score_0_to_1"": 0.85}
  }
}",True,
72,1天津市蓟州区盘山_流光溢彩566,Contentment; Practicality; Caution,"Tourist convenience, time-saving, crowd factor",[],[],mountain climbing; cable cars; sightseeing vehicle; walking; cloud pine cable car; mountain scenery route,mountain climbing - challenging; cable cars - efficient; sightseeing vehicle - convenient; walking - short duration; cloud pine cable car - scenic; mountain scenery route - recommended,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Practicality"", ""Caution""],
    ""influence_of_emotions"": ""Tourist convenience, time-saving, crowd factor"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""mountain climbing"",
      ""cable cars"",
      ""sightseeing vehicle"",
      ""walking"",
      ""cloud pine cable car"",
      ""mountain scenery route""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""mountain climbing - challenging"",
      ""cable cars - efficient"",
      ""sightseeing vehicle - convenient"",
      ""walking - short duration"",
      ""cloud pine cable car - scenic"",
      ""mountain scenery route - recommended""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
