source_row,用户名,emotions,influence_of_emotions,text_species_mentions,feeling_correlated_to_text_species,text_activities_or_facilities,feeling_correlated_to_text_activities_or_facilities,comment_sentiment_score_0_to_1,raw_response,parse_ok,error
30,1天津市蓟州区盘山_渭南松赞干布,[],N/A,[],[],cable car,[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": ""N/A"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""cable car""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
31,1天津市蓟州区盘山_宣达,Contentment; Appreciation; Cautiousness,Travel planning,[],[],Planning a route; Full or half-day tour; Main entrance; Cable car,Planning - Practicality; Tour choice - Decision making; Entrance - Access point; Cable car - Not recommended,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Appreciation"", ""Cautiousness""],
    ""influence_of_emotions"": ""Travel planning"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Planning a route"",
      ""Full or half-day tour"",
      ""Main entrance"",
      ""Cable car""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Planning - Practicality"",
      ""Tour choice - Decision making"",
      ""Entrance - Access point"",
      ""Cable car - Not recommended""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
32,1天津市蓟州区盘山_M26115,Relief; Satisfaction,Smooth trip,[],[],Self-driving; Cable car; Walking up mountain; Climbing stairs; Wansong Temple,Self-driving - Smooth; Cable car - Convenient; Walking up mountain - Challenging; Climbing stairs - Tiring; Wansong Temple - Interesting sights,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Relief"",
      ""Satisfaction""
    ],
    ""influence_of_emotions"": ""Smooth trip"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Self-driving"",
      ""Cable car"",
      ""Walking up mountain"",
      ""Climbing stairs"",
      ""Wansong Temple""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Self-driving - Smooth"",
      ""Cable car - Convenient"",
      ""Walking up mountain - Challenging"",
      ""Climbing stairs - Tiring"",
      ""Wansong Temple - Interesting sights""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
33,1天津市蓟州区盘山_tigerA,Contentment; Appreciation; Relaxation,Scenic variety,[],[],Grand gateway archway; Ticket purchase; Cable car; Staircase climbing; Wansong Temple; Stream/Creek,Gateway - Impressive; Cable car - Convenient; Climbing - Exercise beneficial; Temple - Goal achieved; Stream - Cooling relief,0.85,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Appreciation"", ""Relaxation""],
    ""influence_of_emotions"": ""Scenic variety"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Grand gateway archway"",
      ""Ticket purchase"",
      ""Cable car"",
      ""Staircase climbing"",
      ""Wansong Temple"",
      ""Stream/Creek""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Gateway - Impressive"",
      ""Cable car - Convenient"",
      ""Climbing - Exercise beneficial"",
      ""Temple - Goal achieved"",
      ""Stream - Cooling relief""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
34,1天津市蓟州区盘山_吃榆,Disappointment; Admiration,Physical difficulty,[],[],Cable car ride up; Cable car ride down; Hiking,Cable car - Neutral; Hiking - Dislike; Mountain summit - Beauty,0.65,"{
  ""text_analysis"": {
    ""emotions"": [""Disappointment"", ""Admiration""],
    ""influence_of_emotions"": ""Physical difficulty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car ride up"",
      ""Cable car ride down"",
      ""Hiking""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Neutral"",
      ""Hiking - Dislike"",
      ""Mountain summit - Beauty""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
35,1天津市蓟州区盘山_小幸运,Satisfaction; Relief; Contentment,Value and scenery,[],[],Cable car ride; Hiking; Family outing,Cable car ride - Relaxation; Hiking - Endurance; Family outing - Enjoyment,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Satisfaction"",
      ""Relief"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Value and scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car ride"",
      ""Hiking"",
      ""Family outing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car ride - Relaxation"",
      ""Hiking - Endurance"",
      ""Family outing - Enjoyment""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
36,1天津市蓟州区盘山_芊芊云朵,Admiration; Awe,Historical grandeur,[],[],Panning Mountain tour; Imperial villa; Scenic spot,Panning Mountain tour - Awe; Imperial villa - Grandeur; Scenic spot - Splendor,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Awe""
    ],
    ""influence_of_emotions"": ""Historical grandeur"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Panning Mountain tour"",
      ""Imperial villa"",
      ""Scenic spot""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Panning Mountain tour - Awe"",
      ""Imperial villa - Grandeur"",
      ""Scenic spot - Splendor""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
37,1天津市蓟州区盘山_M291262,[],,[],[],Pan Mountain Scenic Area; Jingdong First Mountain,Pan Mountain Scenic Area - Informative; Jingdong First Mountain - Respectful,0.85,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Pan Mountain Scenic Area"",
      ""Jingdong First Mountain""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Pan Mountain Scenic Area - Informative"",
      ""Jingdong First Mountain - Respectful""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
38,1天津市蓟州区盘山_JamesCHN,Pride; Contentment; Admiration,Overcoming challenges,[],[],Hiking; Cable car; Bus; Pagoda,Hiking - Joyful process; Cable car - Efficient transport; Bus - Convenient return; Pagoda - Spiritual destination,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Pride"",
      ""Contentment"",
      ""Admiration""
    ],
    ""influence_of_emotions"": ""Overcoming challenges"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Cable car"",
      ""Bus"",
      ""Pagoda""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Joyful process"",
      ""Cable car - Efficient transport"",
      ""Bus - Convenient return"",
      ""Pagoda - Spiritual destination""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
39,1天津市蓟州区盘山_M351833,Contentment; Pride; Relaxation,Family bonding,[],[],Hiking; Walking uphill; Downhill descent; Pan Mountain,Hiking - Pride and joy; Walking uphill - Nostalgia; Pan Mountain - Familiar comfort,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Pride"",
      ""Relaxation""
    ],
    ""influence_of_emotions"": ""Family bonding"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Walking uphill"",
      ""Downhill descent"",
      ""Pan Mountain""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Pride and joy"",
      ""Walking uphill - Nostalgia"",
      ""Pan Mountain - Familiar comfort""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
40,1天津市蓟州区盘山_M336635,Contentment; Regret; Anticipation,Time management,[],[],Hiking; Cable car; Souvenir shops,Hiking - Relaxed pace; Cable car - Time saving; Souvenir shops - Reasonable prices,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Regret"",
      ""Anticipation""
    ],
    ""influence_of_emotions"": ""Time management"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Cable car"",
      ""Souvenir shops""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Relaxed pace"",
      ""Cable car - Time saving"",
      ""Souvenir shops - Reasonable prices""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
41,1天津市蓟州区盘山_天才小叮当,Satisfaction; Caution; Contentment,Effort and weather,[],[],Hiking; Zigui Peak; Guangyue Peak,Hiking - Efficient; Zigui Peak - Reached quickly; Guangyue Peak - Too far/late,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Satisfaction"",
      ""Caution"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Effort and weather"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Zigui Peak"",
      ""Guangyue Peak""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Efficient"",
      ""Zigui Peak - Reached quickly"",
      ""Guangyue Peak - Too far/late""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
42,1天津市蓟州区盘山_232ud,Relief; Appreciation; Pride,Avoiding hardship,[],[],Cable car ride; Walking up stairs; Singing,Cable car ride - Relief and ease; Walking up stairs - Exhaustion and regret; Singing - Deep appreciation,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Relief"",
      ""Appreciation"",
      ""Pride""
    ],
    ""influence_of_emotions"": ""Avoiding hardship"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car ride"",
      ""Walking up stairs"",
      ""Singing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car ride - Relief and ease"",
      ""Walking up stairs - Exhaustion and regret"",
      ""Singing - Deep appreciation""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
43,1天津市蓟州区盘山_longriveryin,Curiosity; Disappointment; Appreciation,Historical context vs modernization,[],[],climbing; historical records; modern facilities,climbing - visually rewarding; historical records - scarce; modern facilities - excessive,0.55,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Curiosity"",
      ""Disappointment"",
      ""Appreciation""
    ],
    ""influence_of_emotions"": ""Historical context vs modernization"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""climbing"",
      ""historical records"",
      ""modern facilities""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""climbing - visually rewarding"",
      ""historical records - scarce"",
      ""modern facilities - excessive""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.55
    }
  }
}",True,
44,1天津市蓟州区盘山_l99,Contentment; Appreciation; Hope,Scenic beauty,[],[],Cable car; Hiking; Panoramic view,Cable car - Reduced fatigue; Hiking - Quick progress; Panoramic view - Grand perspective,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Appreciation"",
      ""Hope""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car"",
      ""Hiking"",
      ""Panoramic view""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Reduced fatigue"",
      ""Hiking - Quick progress"",
      ""Panoramic view - Grand perspective""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
45,1天津市蓟州区盘山_古言新语,Admiration; Contentment; Pride,Stunning scenery,[],[],mountain viewing; poetry appreciation; historical site visitation,mountain viewing - Awe; poetry appreciation - Joy; historical site visitation - Reverence,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Admiration"",
      ""Contentment"",
      ""Pride""
    ],
    ""influence_of_emotions"": ""Stunning scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""mountain viewing"",
      ""poetry appreciation"",
      ""historical site visitation""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""mountain viewing - Awe"",
      ""poetry appreciation - Joy"",
      ""historical site visitation - Reverence""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
46,1天津市蓟州区盘山_格格,[],,[],[],inspection by Emperor Qianlong; scenic views,inspection - admiration; scenic views - wonder,0.95,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""inspection by Emperor Qianlong"",
      ""scenic views""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""inspection - admiration"",
      ""scenic views - wonder""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
47,1天津市蓟州区盘山_絲滑拿鐵貓,Awe; Appreciation; Contentment,Natural beauty and history,[],[],mountain climbing; visiting temples; viewing rock formations; walking ancient paths; applying for scenic spots,mountain climbing - awe-inspiring; visiting temples - spiritual; viewing rock formations - impressive; walking ancient paths - serene; applying for scenic spots - enjoyable,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Awe"",
      ""Appreciation"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Natural beauty and history"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""mountain climbing"",
      ""visiting temples"",
      ""viewing rock formations"",
      ""walking ancient paths"",
      ""applying for scenic spots""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""mountain climbing - awe-inspiring"",
      ""visiting temples - spiritual"",
      ""viewing rock formations - impressive"",
      ""walking ancient paths - serene"",
      ""applying for scenic spots - enjoyable""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
48,1天津市蓟州区盘山_非法命名用户1,[],,[],[],[],[],0.5,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.50
    }
  }
}",True,
49,1天津市蓟州区盘山_圣吉米尼亚诺伊尹,[],,[],[],tourism and leisure; poetry writing; imperial tours,[],0.85,"{
  ""text_analysis"": {
    ""emotions"": [],
    ""influence_of_emotions"": """",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""tourism and leisure"",
      ""poetry writing"",
      ""imperial tours""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
50,1天津市蓟州区盘山_楠以抗拒,Frustration; Amusement; Contentment,Difficulty hiking,[],[],Hiking; Cable car; Waterfall; Tunnel cemetery,Hiking - Exhausting; Cable car - Expensive but necessary; Waterfall - Beautiful; Tunnel cemetery - Scenic,0.45,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Frustration"",
      ""Amusement"",
      ""Contentment""
    ],
    ""influence_of_emotions"": ""Difficulty hiking"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Cable car"",
      ""Waterfall"",
      ""Tunnel cemetery""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Exhausting"",
      ""Cable car - Expensive but necessary"",
      ""Waterfall - Beautiful"",
      ""Tunnel cemetery - Scenic""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.45
    }
  }
}",True,
51,1天津市蓟州区盘山_雨中之苇,Contentment; Admiration,Natural beauty,[],[],bus ride; taxi; scenic drive; sightseeing; stargazing; sunrise viewing; sunset viewing; cable car ride; hiking; eating dry food; dining at farm restaurant; staying in farm house,bus ride - convenient; taxi - easy access; scenic drive - relaxing; sightseeing - enjoyable; stargazing - wonderful; sunrise viewing - beautiful; sunset viewing - picturesque; cable car ride - helpful for tired hikers; hiking - strenuous but rewarding; eating dry food - practical; dining at farm restaurant - tasty and local; staying in farm house - cost-effective,0.92,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Admiration""
    ],
    ""influence_of_emotions"": ""Natural beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""bus ride"",
      ""taxi"",
      ""scenic drive"",
      ""sightseeing"",
      ""stargazing"",
      ""sunrise viewing"",
      ""sunset viewing"",
      ""cable car ride"",
      ""hiking"",
      ""eating dry food"",
      ""dining at farm restaurant"",
      ""staying in farm house""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""bus ride - convenient"",
      ""taxi - easy access"",
      ""scenic drive - relaxing"",
      ""sightseeing - enjoyable"",
      ""stargazing - wonderful"",
      ""sunrise viewing - beautiful"",
      ""sunset viewing - picturesque"",
      ""cable car ride - helpful for tired hikers"",
      ""hiking - strenuous but rewarding"",
      ""eating dry food - practical"",
      ""dining at farm restaurant - tasty and local"",
      ""staying in farm house - cost-effective""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.92
    }
  }
}",True,
52,1天津市蓟州区盘山_带上成出去走走1008,Contentment; Amusement; Appreciation,Scenic beauty and gifts,Prunus armeniaca,Prunus armeniaca - Sour delight,Hiking; Cable car; Museum/Artifacts (Stone carvings); Gifts (Rubik's cubes),Hiking - Exhausted but worth it; Cable car - Convenient escape; Stone carvings - Cultural appreciation; Rubik's cubes - Heartfelt gesture,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Amusement"",
      ""Appreciation""
    ],
    ""influence_of_emotions"": ""Scenic beauty and gifts"",
    ""text_species_mentions"": [
      ""Prunus armeniaca""
    ],
    ""feeling_correlated_to_text_species"": [
      ""Prunus armeniaca - Sour delight""
    ],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Cable car"",
      ""Museum/Artifacts (Stone carvings)"",
      ""Gifts (Rubik's cubes)""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Exhausted but worth it"",
      ""Cable car - Convenient escape"",
      ""Stone carvings - Cultural appreciation"",
      ""Rubik's cubes - Heartfelt gesture""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
53,1天津市蓟州区盘山_薇薇华,Gratitude; Contentment; Excitement,Great scenery and convenience,[],[],Self-driving tour; Electronic ticket gate; Cable car; Hiking; Mountain peak; Five-star scenic area; Fresh air,Cable car - Worth the price; Hiking - Enjoyable challenge; Scenic area - Highly recommended; Fresh air - Refreshing,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Gratitude"",
      ""Contentment"",
      ""Excitement""
    ],
    ""influence_of_emotions"": ""Great scenery and convenience"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Self-driving tour"",
      ""Electronic ticket gate"",
      ""Cable car"",
      ""Hiking"",
      ""Mountain peak"",
      ""Five-star scenic area"",
      ""Fresh air""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Worth the price"",
      ""Hiking - Enjoyable challenge"",
      ""Scenic area - Highly recommended"",
      ""Fresh air - Refreshing""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
54,1天津市蓟州区盘山_M41115,Appreciation; Regret; Exhaustion,Scenery and effort,[],[],climbing mountains; walking on stone paths; visiting scenic spots; entering mountain gate,climbing mountains - Exhaustion; walking on stone paths - Appreciation; visiting scenic spots - Mixed feelings; entering mountain gate - Difficulty,0.65,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Appreciation"",
      ""Regret"",
      ""Exhaustion""
    ],
    ""influence_of_emotions"": ""Scenery and effort"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""climbing mountains"",
      ""walking on stone paths"",
      ""visiting scenic spots"",
      ""entering mountain gate""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""climbing mountains - Exhaustion"",
      ""walking on stone paths - Appreciation"",
      ""visiting scenic spots - Mixed feelings"",
      ""entering mountain gate - Difficulty""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.65
    }
  }
}",True,
55,1天津市蓟州区盘山_丹丝兰花99,Disappointment; Relief; Amusement,Physical fatigue and cost,[],[],Cable car ride; Hiking; Scenic viewing; Bus ride,Cable car - Thrilling; Hiking - Painful; Scenic viewing - Underwhelming; Bus ride - Convenient,0.35,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Disappointment"",
      ""Relief"",
      ""Amusement""
    ],
    ""influence_of_emotions"": ""Physical fatigue and cost"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car ride"",
      ""Hiking"",
      ""Scenic viewing"",
      ""Bus ride""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Thrilling"",
      ""Hiking - Painful"",
      ""Scenic viewing - Underwhelming"",
      ""Bus ride - Convenient""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.35
    }
  }
}",True,
56,1天津市蓟州区盘山_牛牛嫂,Contentment; Pride,Scenic beauty,[],[],Hiking; Sightseeing,Hiking - Impressive; Sightseeing - Satisfied,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Pride""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Sightseeing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Impressive"",
      ""Sightseeing - Satisfied""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
57,1天津市蓟州区盘山_M226120,Contentment; Awe; Relaxation,Natural scenery beauty,[],[],Hiking or walking in autumn forest; Taking photos; Scenic viewing,Hiking - Relaxing; Photography - Poetic; Viewing - Breathtaking,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Contentment"",
      ""Awe"",
      ""Relaxation""
    ],
    ""influence_of_emotions"": ""Natural scenery beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking or walking in autumn forest"",
      ""Taking photos"",
      ""Scenic viewing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Relaxing"",
      ""Photography - Poetic"",
      ""Viewing - Breathtaking""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
58,1天津市蓟州区盘山_狄大人不吃香菜,Amusement; Contentment; Exhaustion,Physical exertion,[],[],Hiking; Walking up and down mountains,Hiking - Tired but satisfied; Walking up and down mountains - Exhausted yet happy,0.75,"{
  ""text_analysis"": {
    ""emotions"": [""Amusement"", ""Contentment"", ""Exhaustion""],
    ""influence_of_emotions"": ""Physical exertion"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Hiking"",
      ""Walking up and down mountains""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Hiking - Tired but satisfied"",
      ""Walking up and down mountains - Exhausted yet happy""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.75
    }
  }
}",True,
59,1天津市蓟州区盘山_M4337,Contentment; Recommendation; Appreciation,Beautiful scenery,[],[],Walking; Cable car; Scenic viewing,Walking - Suggested for fitness; Cable car - Convenient option; Scenic viewing - Very beautiful,0.92,"{
  ""text_analysis"": {
    ""emotions"": [""Contentment"", ""Recommendation"", ""Appreciation""],
    ""influence_of_emotions"": ""Beautiful scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Walking"",
      ""Cable car"",
      ""Scenic viewing""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Walking - Suggested for fitness"",
      ""Cable car - Convenient option"",
      ""Scenic viewing - Very beautiful""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.92
    }
  }
}",True,
60,1天津市蓟州区盘山_依然,Excitement; Contentment; Satisfaction,Scenic beauty,[],[],Cable car; Cloud Pine cableway; Wansong Temple; Hiking; Resting,Cable car - Efficient; Cloud Pine cableway - Convenient; Wansong Temple - Scenic; Hiking - Tiring but rewarding; Resting - Necessitated by effort,0.85,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Excitement"",
      ""Contentment"",
      ""Satisfaction""
    ],
    ""influence_of_emotions"": ""Scenic beauty"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""Cable car"",
      ""Cloud Pine cableway"",
      ""Wansong Temple"",
      ""Hiking"",
      ""Resting""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""Cable car - Efficient"",
      ""Cloud Pine cableway - Convenient"",
      ""Wansong Temple - Scenic"",
      ""Hiking - Tiring but rewarding"",
      ""Resting - Necessitated by effort""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.85
    }
  }
}",True,
61,1天津市蓟州区盘山_小YSH,Awe; Contentment; Excitement,Grand scenery,[],[],hiking; cloud temple; sword practice platform,hiking - awe-inspiring; cloud temple - fairyland-like; sword practice platform - immersive,0.95,"{
  ""text_analysis"": {
    ""emotions"": [
      ""Awe"",
      ""Contentment"",
      ""Excitement""
    ],
    ""influence_of_emotions"": ""Grand scenery"",
    ""text_species_mentions"": [],
    ""feeling_correlated_to_text_species"": [],
    ""text_activities_or_facilities"": [
      ""hiking"",
      ""cloud temple"",
      ""sword practice platform""
    ],
    ""feeling_correlated_to_text_activities_or_facilities"": [
      ""hiking - awe-inspiring"",
      ""cloud temple - fairyland-like"",
      ""sword practice platform - immersive""
    ],
    ""comment_sentiment"": {
      ""score_0_to_1"": 0.95
    }
  }
}",True,
